OrderTime,InstrumentID,Price,Volume,ApplSeqNum,OrderBSFlag,ADFlag
09:30:10.280,600985,11.21,3000,374648,S,A
09:30:10.280,600985,11.89,1000,67198,S,D
09:30:10.280,600985,11.15,700,374674,S,A
09:30:10.280,600985,11.13,4500,375084,B,A
09:30:10.280,600985,11.15,500,375500,S,A
09:30:10.280,600985,11.15,900,375501,S,A
09:30:10.280,600985,11.15,900,375733,S,A
09:30:10.280,600985,11.15,900,375734,S,A
09:30:10.280,600985,11.15,1200,375735,S,A
09:30:10.280,600985,11.15,1000,375736,S,A
09:30:10.280,600985,11.68,1300,67197,S,D
09:30:10.280,600985,11.15,500,375935,S,A
09:30:10.280,600985,11.15,100,375936,S,A
09:30:10.410,600985,11.15,800,376161,S,A
09:30:10.410,600985,11.15,600,376163,S,A
09:30:10.410,600985,11.15,400,376164,S,A
09:30:10.410,600985,11.0,1000,376417,B,A
09:30:10.410,600985,11.8,100,377129,S,A
09:30:10.410,600985,11.14,9000,377220,B,A
09:30:10.410,600985,11.11,2000,377391,B,A
09:30:10.410,600985,11.15,500,377681,S,A
09:30:10.410,600985,11.15,1500,377682,S,A
09:30:10.410,600985,11.15,300,377683,S,A
09:30:10.410,600985,11.15,200,377697,S,A
09:30:10.410,600985,11.15,300,377698,S,A
09:30:10.410,600985,11.15,800,377699,S,A
09:30:10.410,600985,11.15,900,377700,S,A
09:30:10.410,600985,11.15,200,377701,S,A
09:30:10.410,600985,11.15,300,377702,S,A
09:30:10.410,600985,11.15,800,377703,S,A
09:30:10.530,600985,11.79,700,378361,S,A
09:30:10.530,600985,11.98,2000,378547,S,A
09:30:10.600,600985,11.7,1000,379025,S,A
09:30:10.600,600985,11.09,3000,379094,B,A
09:30:10.600,600985,11.15,900,379212,S,A
09:30:10.600,600985,11.15,500,379214,S,A
09:30:10.600,600985,11.15,600,379640,S,A
09:30:10.600,600985,11.15,300,379641,S,A
09:30:10.600,600985,11.15,200,379643,S,A
09:30:10.600,600985,11.15,200,379645,S,A
09:30:10.600,600985,11.15,100,379646,S,A
09:30:10.680,600985,11.15,200,379716,S,A
09:30:10.680,600985,11.15,1400,379717,S,A
09:30:10.680,600985,11.15,500,379719,S,A
09:30:10.680,600985,11.15,900,379720,S,A
09:30:10.680,600985,11.7,300,379887,S,A
09:30:10.720,600985,11.15,300,380327,S,A
